,condition
41977,T2
41978,T2
41979,T2
41980,T2
41981,T2
41982,T2
41983,T2
41984,T2
41985,T2
41986,T2
41987,T2
41988,T2
41989,T2
41990,T2
41991,T2
41992,T2
41993,T2
41994,T2
41995,T2
41996,T2
41997,T2
41998,T2
41999,T2
42000,T2
42001,T2
42002,T2
42003,T2
42004,T2
42005,T2
42006,T2
42007,T2
42008,T2
42009,T2
42010,T2
42011,T2
42012,T2
42013,T2
42014,T2
42015,T2
42016,T2
42017,T2
42018,T2
42019,T2
42020,T2
42021,T2
42022,T2
42023,T2
42024,T2
42025,T2
42026,T2
42027,T2
42028,T2
42029,T2
42030,T2
42031,T2
42032,T2
42033,T2
42034,T2
42035,T2
42036,T2
42037,T2
42038,T2
42039,T2
42040,T2
42041,T2
42042,T2
42043,T2
42044,T2
42045,T2
42046,T2
42047,T2
42048,T2
42049,T2
42050,T2
42051,T2
42052,T2
42053,T2
42054,T2
42055,T2
42056,T2
42057,T2
42058,T2
42059,T2
42060,T2
42061,T2
42062,T2
42063,T2
42064,T2
42065,T2
42066,T2
42067,T2
42068,T2
42069,T2
42070,T2
42071,T2
42072,T2
42073,T2
42074,T2
42075,T2
42076,T2
42077,T2
42078,T2
42079,T2
42080,T2
42081,T2
42082,T2
42083,T2
42084,T2
42085,T2
42086,T2
42087,T2
42088,T2
42089,T2
42090,T2
42091,T2
42092,T2
42093,T2
42094,T2
42095,T2
42096,T2
42097,T2
42098,T2
42099,T2
42100,T2
42101,T2
42102,T2
42103,T2
42104,T2
42105,T2
42106,T2
42107,T2
42108,T2
42109,T2
42110,T2
42111,T2
42112,T2
42113,T2
42114,T2
42115,T2
42116,T2
42117,T2
42118,T2
42119,T2
42120,T2
42121,T2
42122,T2
42123,T2
42124,T2
42125,T2
42126,T2
42127,T2
42128,T2
42129,T2
42130,T2
42131,T2
42132,T2
42133,T2
42134,T2
42135,T2
42136,T2
42137,T2
42138,T2
42139,T2
42140,T2
42141,T2
42142,T2
42143,T2
42144,T2
42145,T2
42146,T2
42147,T2
42148,T2
42149,T2
42150,T2
42151,T2
42152,T2
42153,T2
42154,T2
42155,T2
42156,T2
42157,T2
42158,T2
42159,T2
42160,T2
42161,T2
42162,T2
42163,T2
42164,T2
42165,T2
42166,T2
42167,T2
42168,T2
42169,T2
42170,T2
42171,T2
42172,T2
42173,T2
42174,T2
42175,T2
42176,T2
42177,T2
42178,T2
42179,T2
42180,T2
42181,T2
42182,T2
42183,T2
42184,T2
42185,T2
42186,T2
42187,T2
42188,T2
42189,T2
42190,T2
42191,T2
42192,T2
42193,T2
42194,T2
42195,T2
42196,T2
42197,T2
42198,T2
42199,T2
42200,T2
42201,T2
42202,T2
42203,T2
42204,T2
42205,T2
42206,T2
42207,T2
42208,T2
42209,T2
42210,T2
42211,T2
42212,T2
42213,T2
42214,T2
42215,T2
42216,T2
42217,T2
42218,T2
42219,T2
42220,T2
42221,T2
42222,T2
42223,T2
42224,T2
42225,T2
42226,T2
42227,T2
42228,T2
42229,T2
42230,T2
42231,T2
42232,T2
42233,T2
42234,T2
42235,T2
42236,T2
42237,T2
42238,T2
42239,T2
42240,T2
42241,T2
42242,T2
42243,T2
42244,T2
42245,T2
42246,T2
42247,T2
42248,T2
42249,T2
42250,T2
42251,T2
42252,T2
42253,T2
42254,T2
42255,T2
42256,T2
42257,T2
42258,T2
42259,T2
42260,T2
42261,T2
42262,T2
42263,T2
42264,T2
42265,T2
42266,T2
42267,T2
42268,T2
42269,T2
42270,T2
42271,T2
42272,T2
42273,T2
42274,T2
42275,T2
42276,T2
42277,T2
42278,T2
42279,T2
42280,T2
42281,T2
42282,T2
42283,T2
42284,T2
42285,T2
42286,T2
42287,T2
42288,T2
42289,T2
42290,T2
42291,T2
42292,T2
42293,T2
42294,T2
42295,T2
42296,T2
42297,T2
42298,T2
42299,T2
42300,T2
42301,T2
42302,T2
42303,T2
42304,T2
42305,T2
42306,T2
42307,T2
42308,T2
42309,T2
42310,T2
42311,T2
42312,T2
42313,T2
42314,T2
42315,T2
42316,T2
42317,T2
42318,T2
42319,T2
42320,T2
42321,T2
42322,T2
42323,T2
42324,T2
42325,T2
42326,T2
42327,T2
42328,T2
42329,T2
42330,T2
42331,T2
42332,T2
42333,T2
42334,T2
42335,T2
42336,T2
42337,T2
42338,T2
42339,T2
42340,T2
42341,T2
42342,T2
42343,T2
42344,T2
42345,T2
42346,T2
42347,T2
42348,T2
42349,T2
42350,T2
42351,T2
42352,T2
42353,T2
42354,T2
42355,T2
42356,T2
42357,T2
42358,T2
42359,T2
42360,T2
42361,T2
42362,T2
42363,T2
42364,T2
42365,T2
42366,T2
42367,T2
42368,T2
42369,T2
42370,T2
42371,T2
42372,T2
42373,T2
42374,T2
42375,T2
42376,T2
42377,T2
42378,T2
42379,T2
42380,T2
42381,T2
42382,T2
42383,T2
42384,T2
42385,T2
42386,T2
42387,T2
42388,T2
42389,T2
42390,T2
42391,T2
42392,T2
42393,T2
42394,T2
42395,T2
42396,T2
42397,T2
42398,T2
42399,T2
42400,T2
42401,T2
42402,T2
42403,T2
42404,T2
42405,T2
42406,T2
42407,T2
42408,T2
42409,T2
42410,T2
42411,T2
42412,T2
42413,T2
42414,T2
42415,T2
42416,T2
42417,T2
42418,T2
42419,T2
42420,T2
42421,T2
42422,T2
42423,T2
42424,T2
42425,T2
42426,T2
42427,T2
42428,T2
42429,T2
42430,T2
42431,T2
42432,T2
42433,T2
42434,T2
42435,T2
42436,T2
42437,T2
42438,T2
42439,T2
42440,T2
42441,T2
42442,T2
42443,T2
42444,T2
42445,T2
42446,T2
42447,T2
42448,T2
42449,T2
42450,T2
42451,T2
42452,T2
42453,T2
42454,T2
42455,T2
42456,T2
42457,T2
42458,T2
42459,T2
42460,T2
42461,T2
42462,T2
42463,T2
42464,T2
42465,T2
42466,T2
42467,T2
42468,T2
42469,T2
42470,T2
42471,T2
42472,T2
42473,T2
42474,T2
42475,T2
42476,T2
42477,T2
42478,T2
42479,T2
42480,T2
42481,T2
42482,T2
42483,T2
42484,T2
42485,T2
42486,T2
42487,T2
42488,T2
42489,T2
42490,T2
42491,T2
42492,T2
42493,T2
42494,T2
42495,T2
42496,T2
42497,T2
42498,T2
42499,T2
42500,T2
42501,T2
42502,T2
42503,T2
42504,T2
42505,T2
42506,T2
42507,T2
42508,T2
42509,T2
42510,T2
42511,T2
42512,T2
42513,T2
42514,T2
42515,T2
42516,T2
42517,T2
42518,T2
42519,T2
42520,T2
42521,T2
42522,T2
42523,T2
42524,T2
42525,T2
42526,T2
42527,T2
42528,T2
42529,T2
42530,T2
42531,T2
42532,T2
42533,T2
42534,T2
42535,T2
42536,T2
42537,T2
42538,T2
42539,T2
42540,T2
42541,T2
42542,T2
42543,T2
42544,T2
42545,T2
42546,T2
42547,T2
42548,T2
42549,T2
42550,T2
42551,T2
42552,T2
42553,T2
42554,T2
42555,T2
42556,T2
42557,T2
42558,T2
42559,T2
43225,T2
43226,T2
43227,T2
43228,T2
43229,T2
43230,T2
43231,T2
43232,T2
43233,T2
43234,T2
43235,T2
43236,T2
43237,T2
43238,T2
43239,T2
43240,T2
43241,T2
43242,T2
43243,T2
43244,T2
43245,T2
43246,T2
43247,T2
43248,T2
43249,T2
43250,T2
43251,T2
43252,T2
43253,T2
43254,T2
43255,T2
43256,T2
43257,T2
43258,T2
43259,T2
43260,T2
43261,T2
43262,T2
43263,T2
43264,T2
43265,T2
43266,T2
43267,T2
43268,T2
43269,T2
43270,T2
43271,T2
43272,T2
43273,T2
43274,T2
43275,T2
43276,T2
43277,T2
43278,T2
43279,T2
43280,T2
43281,T2
43282,T2
43283,T2
43284,T2
43285,T2
43286,T2
43287,T2
43288,T2
43289,T2
43290,T2
43291,T2
43292,T2
43293,T2
43294,T2
43295,T2
43296,T2
43297,T2
43298,T2
43299,T2
43300,T2
43301,T2
43302,T2
43303,T2
43304,T2
43305,T2
43306,T2
43307,T2
43308,T2
43309,T2
43310,T2
43311,T2
43312,T2
43313,T2
43314,T2
43315,T2
43316,T2
43317,T2
43318,T2
43319,T2
43320,T2
43321,T2
43322,T2
43323,T2
43324,T2
43325,T2
43326,T2
43327,T2
43328,T2
43329,T2
43330,T2
43331,T2
43332,T2
43333,T2
43334,T2
43335,T2
43336,T2
43337,T2
43338,T2
43339,T2
43340,T2
43341,T2
43342,T2
43343,T2
43344,T2
43345,T2
43346,T2
43347,T2
43348,T2
43349,T2
43350,T2
43351,T2
43352,T2
43353,T2
43354,T2
43355,T2
43356,T2
43357,T2
43358,T2
43359,T2
43360,T2
43361,T2
43362,T2
43363,T2
43364,T2
43365,T2
43366,T2
43367,T2
43368,T2
43369,T2
43370,T2
43371,T2
43372,T2
43373,T2
43374,T2
43375,T2
43376,T2
43377,T2
43378,T2
43379,T2
43380,T2
43381,T2
43382,T2
43383,T2
43384,T2
43385,T2
43386,T2
43387,T2
43388,T2
43389,T2
43390,T2
43391,T2
43392,T2
43393,T2
43394,T2
43395,T2
43396,T2
43397,T2
43398,T2
43399,T2
43400,T2
43401,T2
43402,T2
43403,T2
43404,T2
43405,T2
43406,T2
43407,T2
43408,T2
43409,T2
43410,T2
43411,T2
43412,T2
43413,T2
43414,T2
43415,T2
43416,T2
43417,T2
43418,T2
43419,T2
43420,T2
43421,T2
43422,T2
43423,T2
43424,T2
43425,T2
43426,T2
43427,T2
43428,T2
43429,T2
43430,T2
43431,T2
43432,T2
43433,T2
43434,T2
43435,T2
43436,T2
43437,T2
43438,T2
43439,T2
43440,T2
43441,T2
43442,T2
43443,T2
43444,T2
43445,T2
43446,T2
43447,T2
43448,T2
43449,T2
43450,T2
43451,T2
43452,T2
43453,T2
43454,T2
43455,T2
43456,T2
43457,T2
43458,T2
43459,T2
43460,T2
43461,T2
43462,T2
43463,T2
43464,T2
43465,T2
43466,T2
43467,T2
43468,T2
43469,T2
43470,T2
43471,T2
43472,T2
43473,T2
43474,T2
43475,T2
43476,T2
43477,T2
43478,T2
43479,T2
43480,T2
43481,T2
43482,T2
43483,T2
43484,T2
43485,T2
43486,T2
43487,T2
43488,T2
43489,T2
43490,T2
43491,T2
43492,T2
43493,T2
43494,T2
43495,T2
43496,T2
43497,T2
43498,T2
43499,T2
43500,T2
43501,T2
43502,T2
43503,T2
43504,T2
43505,T2
43506,T2
43507,T2
43508,T2
43509,T2
43510,T2
43511,T2
43512,T2
43513,T2
43514,T2
43515,T2
43516,T2
43517,T2
43518,T2
43519,T2
43520,T2
43521,T2
43522,T2
43523,T2
43524,T2
43525,T2
43526,T2
43527,T2
43528,T2
43529,T2
43530,T2
43531,T2
43532,T2
43533,T2
43534,T2
43535,T2
43536,T2
43537,T2
43538,T2
43539,T2
43540,T2
43541,T2
43542,T2
43543,T2
43544,T2
43545,T2
43546,T2
43547,T2
43548,T2
43549,T2
43550,T2
43551,T2
43552,T2
43553,T2
43554,T2
43555,T2
43556,T2
43557,T2
43558,T2
43559,T2
43560,T2
43561,T2
43562,T2
43563,T2
43564,T2
43565,T2
43566,T2
43567,T2
43568,T2
43569,T2
43570,T2
43571,T2
43572,T2
43573,T2
43574,T2
43575,T2
43576,T2
43577,T2
43578,T2
43579,T2
43580,T2
43581,T2
43582,T2
43583,T2
43584,T2
43585,T2
43586,T2
43587,T2
43588,T2
43589,T2
43590,T2
43591,T2
43592,T2
43593,T2
43594,T2
43595,T2
43596,T2
43597,T2
43598,T2
43599,T2
43600,T2
43601,T2
43602,T2
43603,T2
43604,T2
43605,T2
43606,T2
43607,T2
43608,T2
43609,T2
43610,T2
43611,T2
43612,T2
43613,T2
43614,T2
43615,T2
43616,T2
43617,T2
43618,T2
43619,T2
43620,T2
43621,T2
43622,T2
43623,T2
43624,T2
43625,T2
43626,T2
43627,T2
43628,T2
43629,T2
43630,T2
43631,T2
43632,T2
43633,T2
43634,T2
43635,T2
43636,T2
43637,T2
43638,T2
43639,T2
43640,T2
43641,T2
43642,T2
43643,T2
43644,T2
43645,T2
43646,T2
43647,T2
43648,T2
43649,T2
43650,T2
43651,T2
43652,T2
43653,T2
43654,T2
43655,T2
43656,T2
43657,T2
43658,T2
43659,T2
43660,T2
43661,T2
43662,T2
43663,T2
43664,T2
43665,T2
43666,T2
43667,T2
43668,T2
43669,T2
43670,T2
43671,T2
43672,T2
43673,T2
43674,T2
43675,T2
43676,T2
43677,T2
43678,T2
43679,T2
43680,T2
43681,T2
43682,T2
43683,T2
43684,T2
43685,T2
43686,T2
43687,T2
43688,T2
43689,T2
43690,T2
43691,T2
43692,T2
43693,T2
43694,T2
43695,T2
43696,T2
43697,T2
43698,T2
43699,T2
43700,T2
43701,T2
43702,T2
43703,T2
43704,T2
43705,T2
43706,T2
43707,T2
43708,T2
43709,T2
43710,T2
43711,T2
43712,T2
43713,T2
43714,T2
43715,T2
43716,T2
43717,T2
43718,T2
43719,T2
43720,T2
43721,T2
43722,T2
43723,T2
43724,T2
43725,T2
43726,T2
43727,T2
43728,T2
43729,T2
43730,T2
43731,T2
43732,T2
43733,T2
43734,T2
43735,T2
43736,T2
43737,T2
43738,T2
43739,T2
43740,T2
43741,T2
43742,T2
43743,T2
43744,T2
43745,T2
43746,T2
43747,T2
43748,T2
43749,T2
43750,T2
43751,T2
43752,T2
43753,T2
43754,T2
43755,T2
43756,T2
43757,T2
43758,T2
43759,T2
43760,T2
43761,T2
43762,T2
43763,T2
43764,T2
43765,T2
43766,T2
43767,T2
43768,T2
43769,T2
43770,T2
43771,T2
43772,T2
43773,T2
43774,T2
43775,T2
43776,T2
43777,T2
43778,T2
43779,T2
43780,T2
43781,T2
43782,T2
43783,T2
43784,T2
43785,T2
43786,T2
43787,T2
43788,T2
43789,T2
43790,T2
43791,T2
43792,T2
43793,T2
43794,T2
43795,T2
43796,T2
43797,T2
43798,T2
43799,T2
43800,T2
43801,T2
43802,T2
43803,T2
43804,T2
43805,T2
43806,T2
43807,T2
43808,T2
43809,T2
43810,T2
43811,T2
43812,T2
43813,T2
43814,T2
43815,T2
43816,T2
43817,T2
43818,T2
43819,T2
43820,T2
43821,T2
43822,T2
43823,T2
43824,T2
43825,T2
43826,T2
43827,T2
43828,T2
43829,T2
43830,T2
43831,T2
43832,T2
43833,T2
43834,T2
43835,T2
43836,T2
43837,T2
43838,T2
43839,T2
43840,T2
43841,T2
43842,T2
43843,T2
43844,T2
43845,T2
43846,T2
43847,T2
43848,T2
43849,T2
43850,T2
43851,T2
43852,T2
43853,T2
43854,T2
43855,T2
43856,T2
43857,T2
43858,T2
43859,T2
43860,T2
43861,T2
43862,T2
43863,T2
43864,T2
43865,T2
43866,T2
43867,T2
43868,T2
43869,T2
43870,T2
43871,T2
43872,T2
43873,T2
43874,T2
43875,T2
43876,T2
43877,T2
43878,T2
43879,T2
43880,T2
43881,T2
43882,T2
43883,T2
43884,T2
43885,T2
43886,T2
43887,T2
43888,T2
43889,T2
47215,T1
47216,T1
47217,T1
47218,T1
47219,T1
47220,T1
47221,T1
47222,T1
47223,T1
47224,T1
47225,T1
47226,T1
47227,T1
47228,T1
47229,T1
47230,T1
47231,T1
47232,T1
47233,T1
47234,T1
47235,T1
47236,T1
47237,T1
47238,T1
47239,T1
47240,T1
47241,T1
47242,T1
47243,T1
47244,T1
47245,T1
47246,T1
47247,T1
47248,T1
47249,T1
47250,T1
47251,T1
47252,T1
47253,T1
47254,T1
47255,T1
47256,T1
47257,T1
47258,T1
47259,T1
47260,T1
47261,T1
47262,T1
47263,T1
47264,T1
47265,T1
47266,T1
47267,T1
47268,T1
47269,T1
47270,T1
47271,T1
47272,T1
47273,T1
47274,T1
47275,T1
47276,T1
47277,T1
47278,T1
47279,T1
47280,T1
47281,T1
47282,T1
47283,T1
47284,T1
47285,T1
47286,T1
47287,T1
47288,T1
47289,T1
47290,T1
47291,T1
47292,T1
47293,T1
47294,T1
47295,T1
47296,T1
47297,T1
47298,T1
47299,T1
47300,T1
47301,T1
47302,T1
47303,T1
47304,T1
47305,T1
47306,T1
47307,T1
47308,T1
47309,T1
47310,T1
47311,T1
47312,T1
47313,T1
47314,T1
47315,T1
47316,T1
47317,T1
47318,T1
47319,T1
47320,T1
47321,T1
47322,T1
47323,T1
47324,T1
47325,T1
47326,T1
47327,T1
47328,T1
47329,T1
47330,T1
47331,T1
47332,T1
47333,T1
47334,T1
47335,T1
47336,T1
47337,T1
47338,T1
47339,T1
47340,T1
47341,T1
47342,T1
47343,T1
47344,T1
47345,T1
47346,T1
47347,T1
47348,T1
47349,T1
47350,T1
47351,T1
47352,T1
47353,T1
47354,T1
47355,T1
47356,T1
47357,T1
47358,T1
47359,T1
47360,T1
47361,T1
47362,T1
47363,T1
47364,T1
47365,T1
47366,T1
47367,T1
47368,T1
47369,T1
47370,T1
47371,T1
47372,T1
47373,T1
47374,T1
47375,T1
47376,T1
47377,T1
47378,T1
47379,T1
47380,T1
47381,T1
47382,T1
47383,T1
47384,T1
47385,T1
47386,T1
47387,T1
47388,T1
47389,T1
47390,T1
47391,T1
47392,T1
47393,T1
47394,T1
47395,T1
47396,T1
47397,T1
47398,T1
47399,T1
47400,T1
47401,T1
47402,T1
47403,T1
47404,T1
47405,T1
47406,T1
47407,T1
47408,T1
47409,T1
47410,T1
47411,T1
47412,T1
47413,T1
47414,T1
47415,T1
47416,T1
47417,T1
47418,T1
47419,T1
47420,T1
47421,T1
47422,T1
47423,T1
47424,T1
47425,T1
47426,T1
47427,T1
47428,T1
47429,T1
47430,T1
47431,T1
47432,T1
47433,T1
47434,T1
47435,T1
47436,T1
47437,T1
47438,T1
47439,T1
47440,T1
47441,T1
47442,T1
47443,T1
47444,T1
47445,T1
47446,T1
47447,T1
47448,T1
47449,T1
47450,T1
47451,T1
47452,T1
47453,T1
47454,T1
47455,T1
47456,T1
47457,T1
47458,T1
47459,T1
47460,T1
47461,T1
47462,T1
47463,T1
47464,T1
47465,T1
47466,T1
47467,T1
47468,T1
47469,T1
47470,T1
47471,T1
47472,T1
47473,T1
47474,T1
47475,T1
47476,T1
47477,T1
47478,T1
47479,T1
47480,T1
47481,T1
47482,T1
47483,T1
47484,T1
47485,T1
47486,T1
47487,T1
47488,T1
47489,T1
47490,T1
47491,T1
47492,T1
47493,T1
47494,T1
47495,T1
47496,T1
47497,T1
47498,T1
47499,T1
47500,T1
47501,T1
47502,T1
47503,T1
47504,T1
47505,T1
47506,T1
47507,T1
47508,T1
47509,T1
47510,T1
47511,T1
47512,T1
47513,T1
47514,T1
47515,T1
47516,T1
47517,T1
47518,T1
47519,T1
47520,T1
47521,T1
47522,T1
47523,T1
47524,T1
47525,T1
47526,T1
47527,T1
47528,T1
47529,T1
47530,T1
47531,T1
47532,T1
47533,T1
47534,T1
47535,T1
47536,T1
47537,T1
47538,T1
47539,T1
47540,T1
47541,T1
47542,T1
47543,T1
47544,T1
47545,T1
47546,T1
47547,T1
47548,T1
47549,T1
47550,T1
47551,T1
47552,T1
47553,T1
47554,T1
47555,T1
47556,T1
47557,T1
47558,T1
47559,T1
47560,T1
47561,T1
47562,T1
47563,T1
47564,T1
47565,T1
47566,T1
47567,T1
47568,T1
47569,T1
47570,T1
47571,T1
47572,T1
47573,T1
47574,T1
47575,T1
47576,T1
47577,T1
47578,T1
47579,T1
47580,T1
47581,T1
47582,T1
47583,T1
47584,T1
47585,T1
47586,T1
47587,T1
47588,T1
47589,T1
47590,T1
47591,T1
47592,T1
47593,T1
47594,T1
47595,T1
47596,T1
47597,T1
47598,T1
47599,T1
47600,T1
47601,T1
47602,T1
47603,T1
47604,T1
47605,T1
47606,T1
47607,T1
47608,T1
47609,T1
47610,T1
47611,T1
47612,T1
47613,T1
47614,T1
47615,T1
47616,T1
47617,T1
47618,T1
47619,T1
47620,T1
47621,T1
47622,T1
47623,T1
47624,T1
47625,T1
47626,T1
47627,T1
47628,T1
47629,T1
47630,T1
47631,T1
47632,T1
47633,T1
47634,T1
47635,T1
47636,T1
47637,T1
47638,T1
47639,T1
47640,T1
47641,T1
47642,T1
47643,T1
47644,T1
47645,T1
47646,T1
47647,T1
47648,T1
47649,T1
47650,T1
47651,T1
47652,T1
47653,T1
47654,T1
47655,T1
47656,T1
47657,T1
47658,T1
47659,T1
47660,T1
47661,T1
47662,T1
47663,T1
47664,T1
47665,T1
47666,T1
47667,T1
47668,T1
47669,T1
47670,T1
47671,T1
47672,T1
47673,T1
47674,T1
47675,T1
47676,T1
47677,T1
47678,T1
47679,T1
47680,T1
47681,T1
47682,T1
47683,T1
47684,T1
47685,T1
47686,T1
47687,T1
47688,T1
47689,T1
47690,T1
47691,T1
47692,T1
47693,T1
47694,T1
47695,T1
47696,T1
47697,T1
47698,T1
47699,T1
47700,T1
47701,T1
47702,T1
47703,T1
47704,T1
47705,T1
47706,T1
47707,T1
47708,T1
47709,T1
47710,T1
47711,T1
47712,T1
47713,T1
47714,T1
47715,T1
47716,T1
47717,T1
47718,T1
47719,T1
47720,T1
47721,T1
47722,T1
47723,T1
47724,T1
47725,T1
47726,T1
47727,T1
47728,T1
47729,T1
47730,T1
47731,T1
47732,T1
47733,T1
47734,T1
47735,T1
47736,T1
47737,T1
47738,T1
47739,T1
47740,T1
47741,T1
47742,T1
47743,T1
47744,T1
47745,T1
47746,T1
47747,T1
47748,T1
47749,T1
47750,T1
47751,T1
47752,T1
47753,T1
47754,T1
47755,T1
47756,T1
47757,T1
47758,T1
47759,T1
47760,T1
47761,T1
47762,T1
47763,T1
47764,T1
47765,T1
47766,T1
47767,T1
47768,T1
47769,T1
47770,T1
47771,T1
47772,T1
47773,T1
47774,T1
47775,T1
47776,T1
47777,T1
47778,T1
47779,T1
47780,T1
47781,T1
47782,T1
47783,T1
47784,T1
47785,T1
47786,T1
47787,T1
47788,T1
47789,T1
47790,T1
47791,T1
47792,T1
47793,T1
47794,T1
47795,T1
47796,T1
47797,T1
47798,T1
47799,T1
47800,T1
47801,T1
47802,T1
47803,T1
47804,T1
47805,T1
47806,T1
47807,T1
47808,T1
47809,T1
47810,T1
47811,T1
47812,T1
47813,T1
47814,T1
47815,T1
47816,T1
47817,T1
47818,T1
47819,T1
47820,T1
47821,T1
47822,T1
47823,T1
47824,T1
47825,T1
47826,T1
47827,T1
47828,T1
47829,T1
47830,T1
47831,T1
47832,T1
47833,T1
47834,T1
47835,T1
47836,T1
47837,T1
47838,T1
47839,T1
47840,T1
47841,T1
47842,T1
47843,T1
47844,T1
47845,T1
47846,T1
47847,T1
47848,T1
47849,T1
47850,T1
47851,T1
47852,T1
47853,T1
47854,T1
47855,T1
47856,T1
47857,T1
47858,T1
47859,T1
47860,T1
47861,T1
47862,T1
47863,T1
47864,T1
47865,T1
47866,T1
47867,T1
47868,T1
47869,T1
47870,T1
47871,T1
47872,T1
47873,T1
47874,T1
47875,T1
47876,T1
47877,T1
47878,T1
47879,T1
53865,T1
53866,T1
53867,T1
53868,T1
53869,T1
53870,T1
53871,T1
53872,T1
53873,T1
53874,T1
53875,T1
53876,T1
53877,T1
53878,T1
53879,T1
53880,T1
53881,T1
53882,T1
53883,T1
53884,T1
53885,T1
53886,T1
53887,T1
53888,T1
53889,T1
53890,T1
53891,T1
53892,T1
53893,T1
53894,T1
53895,T1
53896,T1
53897,T1
53898,T1
53899,T1
53900,T1
53901,T1
53902,T1
53903,T1
53904,T1
53905,T1
53906,T1
53907,T1
53908,T1
53909,T1
53910,T1
53911,T1
53912,T1
53913,T1
53914,T1
53915,T1
53916,T1
53917,T1
53918,T1
53919,T1
53920,T1
53921,T1
53922,T1
53923,T1
53924,T1
53925,T1
53926,T1
53927,T1
53928,T1
53929,T1
53930,T1
53931,T1
53932,T1
53933,T1
53934,T1
53935,T1
53936,T1
53937,T1
53938,T1
53939,T1
53940,T1
53941,T1
53942,T1
53943,T1
53944,T1
53945,T1
53946,T1
53947,T1
53948,T1
53949,T1
53950,T1
53951,T1
53952,T1
53953,T1
53954,T1
53955,T1
53956,T1
53957,T1
53958,T1
53959,T1
53960,T1
53961,T1
53962,T1
53963,T1
53964,T1
53965,T1
53966,T1
53967,T1
53968,T1
53969,T1
53970,T1
53971,T1
53972,T1
53973,T1
53974,T1
53975,T1
53976,T1
53977,T1
53978,T1
53979,T1
53980,T1
53981,T1
53982,T1
53983,T1
53984,T1
53985,T1
53986,T1
53987,T1
53988,T1
53989,T1
53990,T1
53991,T1
53992,T1
53993,T1
53994,T1
53995,T1
53996,T1
53997,T1
53998,T1
53999,T1
54000,T1
54001,T1
54002,T1
54003,T1
54004,T1
54005,T1
54006,T1
54007,T1
54008,T1
54009,T1
54010,T1
54011,T1
54012,T1
54013,T1
54014,T1
54015,T1
54016,T1
54017,T1
54018,T1
54019,T1
54020,T1
54021,T1
54022,T1
54023,T1
54024,T1
54025,T1
54026,T1
54027,T1
54028,T1
54029,T1
54030,T1
54031,T1
54032,T1
54033,T1
54034,T1
54035,T1
54036,T1
54037,T1
54038,T1
54039,T1
54040,T1
54041,T1
54042,T1
54043,T1
54044,T1
54045,T1
54046,T1
54047,T1
54048,T1
54049,T1
54050,T1
54051,T1
54052,T1
54053,T1
54054,T1
54055,T1
54056,T1
54057,T1
54058,T1
54059,T1
54060,T1
54061,T1
54062,T1
54063,T1
54064,T1
54065,T1
54066,T1
54067,T1
54068,T1
54069,T1
54070,T1
54071,T1
54072,T1
54073,T1
54074,T1
54075,T1
54076,T1
54077,T1
54078,T1
54079,T1
54080,T1
54081,T1
54082,T1
54083,T1
54084,T1
54085,T1
54086,T1
54087,T1
54088,T1
54089,T1
54090,T1
54091,T1
54092,T1
54093,T1
54094,T1
54095,T1
54096,T1
54097,T1
54098,T1
54099,T1
54100,T1
54101,T1
54102,T1
54103,T1
54104,T1
54105,T1
54106,T1
54107,T1
54108,T1
54109,T1
54110,T1
54111,T1
54112,T1
54113,T1
54114,T1
54115,T1
54116,T1
54117,T1
54118,T1
54119,T1
54120,T1
54121,T1
54122,T1
54123,T1
54124,T1
54125,T1
54126,T1
54127,T1
54128,T1
54129,T1
54130,T1
54131,T1
54132,T1
54133,T1
54134,T1
54135,T1
54136,T1
54137,T1
54138,T1
54139,T1
54140,T1
54141,T1
54142,T1
54143,T1
54144,T1
54145,T1
54146,T1
54147,T1
54148,T1
54149,T1
54150,T1
54151,T1
54152,T1
54153,T1
54154,T1
54155,T1
54156,T1
54157,T1
54158,T1
54159,T1
54160,T1
54161,T1
54162,T1
54163,T1
54164,T1
54165,T1
54166,T1
54167,T1
54168,T1
54169,T1
54170,T1
54171,T1
54172,T1
54173,T1
54174,T1
54175,T1
54176,T1
54177,T1
54178,T1
54179,T1
54180,T1
54181,T1
54182,T1
54183,T1
54184,T1
54185,T1
54186,T1
54187,T1
54188,T1
54189,T1
54190,T1
54191,T1
54192,T1
54193,T1
54194,T1
54195,T1
54196,T1
54197,T1
54198,T1
54199,T1
54200,T1
54201,T1
54202,T1
54203,T1
54204,T1
54205,T1
54206,T1
54207,T1
54208,T1
54209,T1
54210,T1
54211,T1
54212,T1
54213,T1
54214,T1
54215,T1
54216,T1
54217,T1
54218,T1
54219,T1
54220,T1
54221,T1
54222,T1
54223,T1
54224,T1
54225,T1
54226,T1
54227,T1
54228,T1
54229,T1
54230,T1
54231,T1
54232,T1
54233,T1
54234,T1
54235,T1
54236,T1
54237,T1
54238,T1
54239,T1
54240,T1
54241,T1
54242,T1
54243,T1
54244,T1
54245,T1
54246,T1
54247,T1
54248,T1
54249,T1
54250,T1
54251,T1
54252,T1
54253,T1
54254,T1
54255,T1
54256,T1
54257,T1
54258,T1
54259,T1
54260,T1
54261,T1
54262,T1
54263,T1
54264,T1
54265,T1
54266,T1
54267,T1
54268,T1
54269,T1
54270,T1
54271,T1
54272,T1
54273,T1
54274,T1
54275,T1
54276,T1
54277,T1
54278,T1
54279,T1
54280,T1
54281,T1
54282,T1
54283,T1
